city_name,population,country_alpha3_code,alpha2_country_code,latitude,longitude
Torre del Greco,94505,ITA,IT,40.7879211,14.3682813
Andria,94443,ITA,IT,41.2275731,16.2954806
Brindisi,93454,ITA,IT,40.63591975,17.688443357842537
Giugliano in Campania,93286,ITA,IT,40.9283217,14.2011232
Pisa,92379,ITA,IT,43.4714722,10.679791173704576
Barletta,91904,ITA,IT,41.3214976,16.2868696
Arezzo,91729,ITA,IT,43.51714415,11.763928194732204
Alessandria,90289,ITA,IT,44.83495335,8.745030418605868
Cesena,89852,ITA,IT,44.136352,12.2422442
Pesaro,88987,ITA,IT,43.9098114,12.9131228
Schaan,5346,LIE,LI,47.1663397,9.510312
Vaduz,5043,LIE,LI,47.1392862,9.5227962
Vilnius,577969,LTU,LT,54.6870458,25.2829111
Kaunas,412639,LTU,LT,54.8982139,23.9044817
Klaipeda,202451,LTU,LT,55.7127529,21.1350469
Šiauliai,146563,LTU,LT,55.9340823,23.3157775
Panevezys,133695,LTU,LT,55.7344985,24.3578055
Luxembourg [Luxemburg/Lëtzebuerg],80700,LUX,LU,49.5999681,6.1342493
Riga,764328,LVA,LV,56.9493977,24.1051846
Daugavpils,114829,LVA,LV,55.8712267,26.5159337
Liepaja,89439,LVA,LV,56.5048435,21.0070903
Monte-Carlo,13154,MCO,MC,43.7402961,7.426559
Monaco-Ville,1234,MCO,MC,43.7309697,7.4248152
Chisinau,719900,MDA,MD,47.0245117,28.8322923
Tiraspol,194300,MDA,MD,46.8566229,29.605918132910546
Balti,153400,MDA,MD,47.7623952,27.9286022
Bender (Tîghina),125700,MDA,MD,46.82044785,29.47694554318988
Skopje,444299,MKD,MK,41.9961816,21.4319213
Birkirkara,21445,MLT,MT,35.8994547,14.4649578
Valletta,7073,MLT,MT,35.8989818,14.5136759
Amsterdam,731200,NLD,NL,52.3730796,4.8924534
Rotterdam,593321,NLD,NL,51.9244424,4.47775
Haag,440900,NLD,NL,52.0799838,4.3113461
Utrecht,234323,NLD,NL,52.0907006,5.1215634
Eindhoven,201843,NLD,NL,51.4392648,5.478633
Tilburg,193238,NLD,NL,51.58561845,5.0660616131367675
Groningen,172701,NLD,NL,53.2190652,6.5680077
Breda,160398,NLD,NL,51.5887845,4.7760237
Apeldoorn,153491,NLD,NL,52.17957375,5.930077460807249
Nijmegen,152463,NLD,NL,51.842574850000005,5.838960628748229
Enschede,149544,NLD,NL,52.22336325,6.870595664097989
Haarlem,148772,NLD,NL,52.3885317,4.6388048
Almere,142465,NLD,NL,52.3705038,5.2185859
Arnhem,138020,NLD,NL,52.0056642,5.8762345077641305
Zaanstad,135621,NLD,NL,52.4689235,4.773783522451712
´s-Hertogenbosch,129170,NLD,NL,51.6889387,5.303116
Amersfoort,126270,NLD,NL,52.1562499,5.3896944
Maastricht,122087,NLD,NL,50.8512438,5.6909768
Dordrecht,119811,NLD,NL,51.7689546,4.686789054617023
Leiden,117196,NLD,NL,52.1594747,4.4908843
Haarlemmermeer,110722,NLD,NL,52.3238421,4.715261248876009
Zoetermeer,110214,NLD,NL,52.06228915,4.487754536970652
Emmen,105853,NLD,NL,52.75286615,6.952513466208563
Zwolle,105819,NLD,NL,52.5089759,6.0943765
Ede,101574,NLD,NL,52.07168255,5.745510631034939
Delft,95268,NLD,NL,52.0114017,4.35839
Heerlen,95052,NLD,NL,50.8775239,5.981506585454879
Alkmaar,92713,NLD,NL,52.6008538,4.817099446443963
Oslo,508726,NOR,NO,59.9133301,10.7389701
Bergen,230948,NOR,NO,60.3943055,5.3259192
Trondheim,150166,NOR,NO,63.4304475,10.3952118
Stavanger,108848,NOR,NO,58.9699675,5.7318101
Bærum,101340,NOR,NO,59.9289639,10.499710818578327
Warszawa,1615369,POL,PL,52.2319581,21.0067249
Lódz,800110,POL,PL,51.7687323,19.4569911
Kraków,738150,POL,PL,50.0469432,19.997153435836697
Wroclaw,636765,POL,PL,51.1089776,17.0326689
Poznan,576899,POL,PL,52.4082663,16.9335199
Gdansk,458988,POL,PL,54.42880315,18.79832701217957
Szczecin,416988,POL,PL,53.42968095,14.592912670292268
Bydgoszcz,386855,POL,PL,53.12971265,18.02944875572119
Lublin,356251,POL,PL,51.2181945,22.554677562145155
Katowice,345934,POL,PL,50.2598987,19.0215852
Bialystok,283937,POL,PL,53.132398,23.1591679
Czestochowa,257812,POL,PL,50.8089997,19.1244089281233
Gdynia,253521,POL,PL,54.52333035,18.604027892041863
Sosnowiec,244102,POL,PL,50.2712401,19.21556284229424
Radom,232262,POL,PL,51.41716055,21.160944780832743
Kielce,212383,POL,PL,50.85402845,20.60991568734511
Gliwice,212164,POL,PL,50.30113145,18.662347227971978
Torun,206158,POL,PL,53.0145361,18.596583144651557
Bytom,205560,POL,PL,50.3657432,18.87153251609449
Zabrze,200177,POL,PL,50.31428055,18.781576310579183
Bielsko-Biala,180307,POL,PL,49.81207845,19.029198802013944
Olsztyn,170904,POL,PL,53.77664395,20.477753092192152
Rzeszów,162049,POL,PL,50.013064,22.016143457294312
Ruda Slaska,159665,POL,PL,50.27034825,18.864387901747556
Rybnik,144582,POL,PL,50.1105691,18.553187366087336
Walbrzych,136923,POL,PL,50.785221,16.284640336127822
Tychy,133178,POL,PL,50.114397,18.9965933
Dabrowa Górnicza,131037,POL,PL,50.369624,19.289046489684473
Plock,131011,POL,PL,52.5353471,19.713630138580008
Elblag,129782,POL,PL,54.1988997,19.44108568736702
Opole,129553,POL,PL,50.6668184,17.9236408
Gorzów Wielkopolski,126019,POL,PL,52.7309926,15.2400451
Wloclawek,123373,POL,PL,52.6655636,19.096129748054388
Chorzów,121708,POL,PL,50.2978791,18.9544466
Tarnów,121494,POL,PL,50.025988299999995,20.96405842696229
Zielona Góra,118182,POL,PL,51.9383777,15.5050408
Koszalin,112375,POL,PL,54.19092,16.17707
Legnica,109335,POL,PL,51.204768900000005,16.174675034638256
Kalisz,106641,POL,PL,51.74736505,18.079590087700034
Grudziadz,102434,POL,PL,53.47251195,18.76189367688005
Slupsk,102370,POL,PL,54.4649331,17.028073
Jastrzebie-Zdrój,102294,POL,PL,49.9519085,18.6023614
Jaworzno,97929,POL,PL,50.1894999,19.272511168425055
Jelenia Góra,93901,POL,PL,50.9031028,15.7344306
Lisboa,563210,PRT,PT,38.7077507,-9.1365919
Porto,273060,PRT,PT,41.1494512,-8.6107884
Amadora,122106,PRT,PT,38.758959,-9.2365233
Coímbra,96100,PRT,PT,40.2111931,-8.4294632
Braga,90535,PRT,PT,41.5510583,-8.4280045
Bucuresti,2016131,ROU,RO,44.4361414,26.1027202
Iasi,348070,ROU,RO,47.1615598,27.5837814
Constanta,342264,ROU,RO,44.172889600000005,28.621515355297703
Cluj-Napoca,332498,ROU,RO,46.769379,23.5899542
Galati,330276,ROU,RO,45.4338215,28.0549395
Timisoara,324304,ROU,RO,45.7538355,21.2257474
Brasov,314225,ROU,RO,45.6525105,25.6105654
Craiova,313530,ROU,RO,44.3190159,23.7965614
Ploiesti,251348,ROU,RO,44.9417468,26.0236504
Braila,233756,ROU,RO,45.2716092,27.9742932
Oradea,222239,ROU,RO,47.0549163,21.9285231
Bacau,209235,ROU,RO,46.4228703,26.716399078506697
Pitesti,187170,ROU,RO,44.8572343,24.8719422
Arad,184408,ROU,RO,46.1753793,21.3196342
Sibiu,169611,ROU,RO,45.7973912,24.1519202
Târgu Mures,165153,ROU,RO,46.5446253,24.561196
Baia Mare,149665,ROU,RO,47.6565584,23.5719843
Buzau,148372,ROU,RO,45.26925815,26.7748172789942
Satu Mare,130059,ROU,RO,47.7891763,22.8725598
Botosani,128730,ROU,RO,47.8528263,26.759333980148376
Piatra Neamt,125070,ROU,RO,46.9324673,26.36301950206726
Râmnicu Vâlcea,119741,ROU,RO,45.1031731,24.3647209
Suceava,118549,ROU,RO,47.53265345,25.834593917414125
Drobeta-Turnu Severin,117865,ROU,RO,44.6257835,22.6531975
Târgoviste,98980,ROU,RO,44.9267709,25.462816
Focsani,98979,ROU,RO,45.697274,27.1856921
Târgu Jiu,98524,ROU,RO,45.0422947,23.2728118
Tulcea,96278,ROU,RO,45.177518,28.8016348
Resita,93976,ROU,RO,45.2890106,21.8877676
Moscow,8389200,RUS,RU,55.625578,37.6063916
St Petersburg,4694000,RUS,RU,59.9606739,30.1586551
Novosibirsk,1398800,RUS,RU,55.0288307,82.9226887
Nizni Novgorod,1357000,RUS,RU,56.3264816,44.0051395
Jekaterinburg,1266300,RUS,RU,56.839104,60.60825
Samara,1156100,RUS,RU,53.2194648,50.2039316
Omsk,1148900,RUS,RU,54.991375,73.371529
Kazan,1101000,RUS,RU,55.7823547,49.1242266
Ufa,1091200,RUS,RU,54.7261409,55.947499
Tšeljabinsk,1083200,RUS,RU,55.1598408,61.4025547
Rostov-na-Donu,1012700,RUS,RU,47.2216548,39.7096061
Perm,1009700,RUS,RU,58.014965,56.246723
Volgograd,993400,RUS,RU,48.7081906,44.5153353
Voronez,907700,RUS,RU,51.6605982,39.2005858
Krasnojarsk,875500,RUS,RU,56.0091173,92.872586
Saratov,874000,RUS,RU,51.530018,46.034683
Toljatti,722900,RUS,RU,53.5149884,49.4073316
Uljanovsk,667400,RUS,RU,54.3150278,48.403373
Izevsk,652800,RUS,RU,56.866557,53.2094166
Krasnodar,639000,RUS,RU,45.0351532,38.9772396
Jaroslavl,616700,RUS,RU,57.6263877,39.8933705
Habarovsk,609400,RUS,RU,48.4812568,135.0762968
Vladivostok,606200,RUS,RU,43.1150678,131.8855768
Irkutsk,593700,RUS,RU,52.2891225,104.279829
Barnaul,580100,RUS,RU,53.3475493,83.7788448
Novokuznetsk,561600,RUS,RU,53.7575903,87.1358494
Penza,532200,RUS,RU,53.1953477,45.0190437
Rjazan,529900,RUS,RU,54.6295687,39.7425039
Orenburg,523600,RUS,RU,51.7671248,55.0978517
Lipetsk,521000,RUS,RU,52.6935178,39.1122664
Nabereznyje Tšelny,514700,RUS,RU,55.7419774,52.399207
Tula,506100,RUS,RU,54.1930321,37.61754
Tjumen,503400,RUS,RU,57.153534,65.542274
Kemerovo,492700,RUS,RU,55.3550907,86.0871213
Astrahan,486100,RUS,RU,46.3498308,48.0326203
Tomsk,482100,RUS,RU,58.6124279,82.0475315
Kirov,466200,RUS,RU,58.6035661,49.6666241
Ivanovo,459200,RUS,RU,56.9984452,40.9737394
Tšeboksary,459200,RUS,RU,56.1307195,47.2449597
Brjansk,457400,RUS,RU,53.2423778,34.3668288
Tver,454900,RUS,RU,56.8596713,35.89524161906262
Kursk,443500,RUS,RU,51.72703565,36.192247956921115
Magnitogorsk,427900,RUS,RU,53.42568665,59.050732193093054
Kaliningrad,424400,RUS,RU,54.710128,20.5105838
Nizni Tagil,390900,RUS,RU,57.905149,59.9508466
Murmansk,376300,RUS,RU,68.970665,33.07497
Ulan-Ude,370400,RUS,RU,51.8357841,107.5839105
Kurgan,364700,RUS,RU,55.41284775,65.38521650075313
Arkangeli,361800,RUS,RU,64.543022,40.537121
Sotši,358600,RUS,RU,43.5854823,39.723109
Smolensk,353400,RUS,RU,54.77897005,32.04718121915615
Orjol,344500,RUS,RU,52.9687747,36.0694937
Stavropol,343300,RUS,RU,44.8632577,43.4406913
Belgorod,342000,RUS,RU,50.5955595,36.5873394
Kaluga,339300,RUS,RU,54.5101087,36.2598115
Vladimir,337100,RUS,RU,56.1288899,40.4075203
Mahatškala,332800,RUS,RU,42.9830241,47.5048717
Tšerepovets,324400,RUS,RU,59.128696,37.916389
Saransk,314800,RUS,RU,54.18671,45.18383
Tambov,312000,RUS,RU,52.731118499999994,41.434199146086904
Vladikavkaz,310100,RUS,RU,43.024593,44.68211
Tšita,309900,RUS,RU,52.033409,113.500893
Vologda,302500,RUS,RU,60.0391461,43.1215213
Veliki Novgorod,299500,RUS,RU,58.5209862,31.2757862
Komsomolsk-na-Amure,291600,RUS,RU,50.561797,136.9995057005502
Kostroma,288100,RUS,RU,57.7679158,40.9269141
Volzski,286900,RUS,RU,48.7862021,44.7519454
Taganrog,284400,RUS,RU,47.2153657,38.9285216
Petroskoi,282100,RUS,RU,61.7900426,34.390007
Bratsk,277600,RUS,RU,56.1517085,101.6334907
Dzerzinsk,277100,RUS,RU,56.2382157,43.4617405
Surgut,274900,RUS,RU,61.254032,73.3964
Orsk,273900,RUS,RU,51.2305015,58.4738015
Sterlitamak,265200,RUS,RU,53.632374,55.952259
Angarsk,264700,RUS,RU,52.5443167,103.8882138
Joškar-Ola,249200,RUS,RU,56.6326996,47.8975847
Rybinsk,239600,RUS,RU,58.050373,38.834637
Prokopjevsk,237300,RUS,RU,53.8879117,86.7492072
Niznevartovsk,233900,RUS,RU,60.9339411,76.5814274
Naltšik,233400,RUS,RU,43.4769604,43.5966578
Syktyvkar,229700,RUS,RU,61.6685237,50.8352024
Severodvinsk,229300,RUS,RU,64.563385,39.823769
Bijsk,225000,RUS,RU,52.5394905,85.2148673
Niznekamsk,223400,RUS,RU,55.6412879,51.8160376
Blagoveštšensk,222000,RUS,RU,50.2600417,127.5337378
Šahty,221800,RUS,RU,47.7119167,40.2115699
Staryi Oskol,213800,RUS,RU,51.298038,37.833202
Zelenograd,207100,RUS,RU,55.9964233,37.198534
Balakovo,206000,RUS,RU,52.01812,47.819141
Novorossijsk,203300,RUS,RU,44.83046625,37.64914495055396
Pihkova,201500,RUS,RU,57.8173923,28.3343465
Zlatoust,196900,RUS,RU,55.1674213,59.6792625
Jakutsk,195400,RUS,RU,62.0274078,129.7319787
Podolsk,194300,RUS,RU,55.4308841,37.5453056
Petropavlovsk-Kamtšatski,194100,RUS,RU,53.0199838,158.6471356
Kamensk-Uralski,190600,RUS,RU,56.415451,61.917797
Engels,189000,RUS,RU,51.5013775,46.1233093
Syzran,186900,RUS,RU,53.15538,48.474121
Grozny,186000,RUS,RU,43.3197031,45.6934308
Novotšerkassk,184400,RUS,RU,47.41066,40.101986
Berezniki,181900,RUS,RU,59.4084171,56.8036958
Juzno-Sahalinsk,179200,RUS,RU,46.9574273,142.727438
Volgodonsk,178200,RUS,RU,47.5412272,42.22788957160185
Abakan,169200,RUS,RU,53.72068,91.4406019
Maikop,167300,RUS,RU,44.6062079,40.104053
Miass,166200,RUS,RU,55.09957385,60.02363970676713
Armavir,164900,RUS,RU,44.9993585,41.1294061
Ljubertsy,163900,RUS,RU,55.6783142,37.89377
Rubtsovsk,162600,RUS,RU,51.5276264,81.2176174
Kovrov,159900,RUS,RU,56.3553861,41.3169929828466
Nahodka,157700,RUS,RU,42.8246489,132.8926
Ussurijsk,157300,RUS,RU,43.7972447,131.9520752
Salavat,156800,RUS,RU,53.361687,55.924641
Mytištši,155700,RUS,RU,55.9094928,37.7339358
Kolomna,150700,RUS,RU,55.0938743,38.7670121
Elektrostal,147000,RUS,RU,55.7903785,38.4405711
Murom,142400,RUS,RU,55.5738,42.0447
Kolpino,141200,RUS,RU,56.026581,29.984261
Norilsk,140800,RUS,RU,69.3444054,88.2096151
Almetjevsk,140700,RUS,RU,54.9005008,52.2963777
Novomoskovsk,138100,RUS,RU,54.011013,38.290943
Dimitrovgrad,137000,RUS,RU,54.2188995,49.6038982
Pervouralsk,136100,RUS,RU,56.9051246,59.9431941
Himki,133700,RUS,RU,55.8917293,37.4396994
Balašiha,132900,RUS,RU,55.7997662,37.9373707
Nevinnomyssk,132600,RUS,RU,44.6245814,41.9475941
Pjatigorsk,132500,RUS,RU,44.039775,43.0706669
Korolev,132400,RUS,RU,55.9190049,37.8150443
Serpuhov,132000,RUS,RU,54.9155247,37.4195533
Odintsovo,127400,RUS,RU,55.678223,37.2668096
Orehovo-Zujevo,124900,RUS,RU,55.8083278,38.9790038
Kamyšin,124600,RUS,RU,50.0808422,45.4048003
Novotšeboksarsk,123400,RUS,RU,56.1140023,47.4870341
Tšerkessk,121700,RUS,RU,44.2285229,42.048257
Atšinsk,121600,RUS,RU,56.2694846,90.4953964
Magadan,121000,RUS,RU,63.5515028,154.014726
Mitšurinsk,120700,RUS,RU,52.8946613,40.5071721
Kislovodsk,120400,RUS,RU,43.9055311,42.7157283
Jelets,119400,RUS,RU,52.6219865,38.5003298
Seversk,118600,RUS,RU,56.603161,84.881012
Noginsk,117200,RUS,RU,55.8553511,38.4411898
Velikije Luki,116300,RUS,RU,56.342361,30.527922
Novokuibyševsk,116200,RUS,RU,53.099243,49.948364
Neftekamsk,115700,RUS,RU,56.0884031,54.2478094
Leninsk-Kuznetski,113800,RUS,RU,54.665443,86.166115
Oktjabrski,111500,RUS,RU,54.4809722,53.4660062
Sergijev Posad,111100,RUS,RU,56.3153284,38.1359898
Arzamas,110700,RUS,RU,55.3987879,43.8210933
Kiseljovsk,110000,RUS,RU,54.0049872,86.6354771
Novotroitsk,109600,RUS,RU,51.196369,58.298527
Obninsk,108300,RUS,RU,55.09992175,36.609273347238314
Kansk,107400,RUS,RU,56.205997,95.706787
Glazov,106300,RUS,RU,58.1401196,52.6464388
Solikamsk,106000,RUS,RU,59.649437,56.779594
Sarapul,105700,RUS,RU,56.4774374,53.8194777
Ust-Ilimsk,105200,RUS,RU,57.959473,102.734192
Štšolkovo,104900,RUS,RU,55.9206499,37.9915576
Mezduretšensk,104400,RUS,RU,63.2182352,48.5627304
Usolje-Sibirskoje,103500,RUS,RU,52.7512013,103.6621625
Elista,103300,RUS,RU,46.306999,44.270187
Novošahtinsk,101900,RUS,RU,47.7558886,39.935987
Votkinsk,101700,RUS,RU,57.052505,53.990612
Kyzyl,101100,RUS,RU,51.719079,94.4300679
Serov,100400,RUS,RU,59.6051267,60.5733483
Zelenodolsk,100200,RUS,RU,55.8586627,48.55746590061055
Zeleznodoroznyi,100100,RUS,RU,55.1060849,61.5450529
Kinešma,100000,RUS,RU,57.4426901,42.1687834
Kuznetsk,98200,RUS,RU,53.112514,46.600727
Uhta,98000,RUS,RU,63.5623797,53.6842376
Jessentuki,97900,RUS,RU,44.0470042,42.8576575
Tobolsk,97600,RUS,RU,58.21071075,68.36961038981468
Neftejugansk,97400,RUS,RU,61.090309,72.6101
Bataisk,97300,RUS,RU,47.138527,39.742348
Nojabrsk,97300,RUS,RU,63.2002917,75.4475807
Balašov,97100,RUS,RU,51.5546717,43.1430732
Zeleznogorsk,96900,RUS,RU,52.331424,35.42438367560703
Zukovski,96500,RUS,RU,55.5972801,38.1199863
Anzero-Sudzensk,96100,RUS,RU,56.077808,86.019356
Bugulma,94100,RUS,RU,54.5384152,52.7955953
Zeleznogorsk,94000,RUS,RU,52.331424,35.42438367560703
Novouralsk,93300,RUS,RU,57.247047,60.095818
Puškin,92900,RUS,RU,59.722256,30.415731
Vorkuta,92600,RUS,RU,67.5035662,64.0627028
Derbent,92300,RUS,RU,42.057858,48.2887648
Kirovo-Tšepetsk,91600,RUS,RU,58.555069,50.0313048
Krasnogorsk,91000,RUS,RU,55.8217545,37.3400897
Klin,90000,RUS,RU,56.3355601,36.7351318
Tšaikovski,90000,RUS,RU,56.8416294,60.6112173
Novyi Urengoi,89800,RUS,RU,66.085196,76.6799167
Longyearbyen,1438,SJM,SJ,78.2231558,15.6463656
Serravalle,4802,SMR,SM,43.9699026,12.4802946
San Marino,2294,SMR,SM,43.9458623,12.458306
Bratislava,448292,SVK,SK,48.1516988,17.1093063
Košice,241874,SVK,SK,48.7172272,21.2496774
Prešov,93977,SVK,SK,49.0000074,21.2392122
Ljubljana,270986,SVN,SI,46.0500268,14.5069289
Maribor,115532,SVN,SI,46.5576439,15.6455854
Stockholm,750348,SWE,SE,59.3251172,18.0710935
Gothenburg [Göteborg],466990,SWE,SE,57.7072326,11.9670171
Malmö,259579,SWE,SE,55.6052931,13.0001566
Uppsala,189569,SWE,SE,59.8586126,17.6387436
Linköping,133168,SWE,SE,58.4098135,15.6245252
Västerås,126328,SWE,SE,59.6110992,16.5463679
Örebro,124207,SWE,SE,59.2747287,15.2151181
Norrköping,122199,SWE,SE,58.5909124,16.1903511
Helsingborg,117737,SWE,SE,56.0442098,12.703706
Jönköping,117095,SWE,SE,57.7825634,14.165719
Umeå,104512,SWE,SE,63.8256568,20.2630745
Lund,98948,SWE,SE,55.7029296,13.1929449
Borås,96883,SWE,SE,57.7210839,12.9407407
Sundsvall,93126,SWE,SE,62.3907552,17.3071024
Gävle,90742,SWE,SE,60.6750132,17.1467019
Kyiv,2624000,UKR,UA,50.4500336,30.5241361
Harkova [Harkiv],1500000,UKR,UA,49.9923181,36.2310146
Dnipropetrovsk,1103000,UKR,UA,48.662589,34.9501715
Donetsk,1050000,UKR,UA,48.0158753,37.8013407
Odesa,1011000,UKR,UA,46.4843023,30.7322878
Zaporizzja,848000,UKR,UA,47.8507859,35.1182867
Lviv,788000,UKR,UA,49.841952,24.0315921
Kryvyi Rig,703000,UKR,UA,47.9102734,33.3917703
Mykolajiv,508000,UKR,UA,46.9758615,31.9939666
Mariupol,490000,UKR,UA,47.0957648,37.5499621
Lugansk,469000,UKR,UA,48.5717084,39.2973153
Vinnytsja,391000,UKR,UA,49.2320162,28.467975
Makijivka,384000,UKR,UA,48.0448144,37.9635093
Herson,353000,UKR,UA,46.6401295,32.6143922
Sevastopol,348000,UKR,UA,44.6054434,33.5220842
Simferopol,339000,UKR,UA,44.9521459,34.1024858
Pultava [Poltava],313000,UKR,UA,49.5897423,34.5507948
Tšernigiv,313000,UKR,UA,51.272593,31.7417235
Tšerkasy,309000,UKR,UA,49.4447056,32.0588085
Gorlivka,299000,UKR,UA,48.3058686,38.0027664
Zytomyr,297000,UKR,UA,50.2601065,28.6696281
Sumy,294000,UKR,UA,50.9119775,34.8027723
Dniprodzerzynsk,270000,UKR,UA,48.5167748,34.6068797
Kirovograd,265000,UKR,UA,48.5105805,32.2656283
Hmelnytskyi,262000,UKR,UA,49.4196404,26.9793793
Tšernivtsi,259000,UKR,UA,48.2864702,25.9376532
Rivne,245000,UKR,UA,51.2074112,26.5208033
Krementšuk,239000,UKR,UA,49.09285285,33.43081884909263
Ivano-Frankivsk,237000,UKR,UA,48.7481718,24.5207477
Ternopil,236000,UKR,UA,49.6630002,25.6167516
Lutsk,217000,UKR,UA,50.7450733,25.320078
Bila Tserkva,215000,UKR,UA,49.7969703,30.1158069
Kramatorsk,186000,UKR,UA,48.7389415,37.5843812
Melitopol,169000,UKR,UA,46.8467267,35.3827281
Kertš,162000,UKR,UA,45.3534002,36.4538645
Nikopol,149000,UKR,UA,47.5692061,34.3917272
Berdjansk,130000,UKR,UA,46.755678,36.7887623
Pavlograd,127000,UKR,UA,48.5316759,35.8703695
Sjeverodonetsk,127000,UKR,UA,48.9478698,38.4936475
Slovjansk,127000,UKR,UA,48.8522691,37.6058241
Uzgorod,127000,UKR,UA,48.6223731,22.3022572
Altševsk,119000,UKR,UA,48.4701987,38.8010178
Lysytšansk,116000,UKR,UA,48.917267,38.4285981
Jevpatorija,112000,UKR,UA,45.1907635,33.3679049
Kamjanets-Podilskyi,109000,UKR,UA,48.6781294,26.5854027
Jenakijeve,105000,UKR,UA,48.2305107,38.185045
Krasnyi Lutš,101000,UKR,UA,48.1351471,38.9198948
Stahanov,101000,UKR,UA,48.5595971,38.6499847
Oleksandrija,99000,UKR,UA,48.670609,33.1169742
Konotop,96000,UKR,UA,51.2397495,33.206675
Kostjantynivka,95000,UKR,UA,48.534859,37.6923705
Berdytšiv,90000,UKR,UA,49.8940442,28.5814912
Izmajil,90000,UKR,UA,45.3511307,28.8361514
Šostka,90000,UKR,UA,51.864355,33.4728542
Uman,90000,UKR,UA,48.7497621,30.2203052
Brovary,89000,UKR,UA,50.5111168,30.7900482
Mukatševe,89000,UKR,UA,48.4421119,22.7185408
Città del Vaticano,455,VAT,VA,41.903411,12.4528527
Beograd,1204000,SRB,RS,44.8178131,20.4568974
Novi Sad,179626,SRB,RS,45.2551338,19.8451756
Niš,175391,SRB,RS,43.3211301,21.8959232
Priština,155496,SRB,RS,44.79900155,20.478207228792492
Kragujevac,147305,SRB,RS,44.0130251,20.91925
Podgorica,135000,SRB,RS,43.782267710282504,19.67967945500539
Subotica,100386,SRB,RS,46.1002058,19.6653273
Prizren,92303,SRB,RS,42.2130151,20.7363339
